cif,formula,sgnum,WyckOcc,sitios,elements,atoms,target
1541499,LiV3(FeO4)2,227,"{0: {'b': {'Fe': 0.58, 'V': 0.21, 'Li': 0.21}}, 1: {'c': {'Fe': 0.21, 'V': 0.645, 'Li': 0.145}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1541379,Mg8.8Fe14.4Sn0.8O32,227,"{0: {'b': {'Mg': 0.32, 'Fe': 0.68}}, 1: {'c': {'Mg': 0.39, 'Fe': 0.56, 'Sn': 0.05}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9005232,TiMn2O4,227,"{0: {'b': {'Ti': 1}}, 1: {'c': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9012337,AlV2O4,227,"{0: {'b': {'Al': 1}}, 1: {'c': {'V': 1}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9012044,Mn(CrS2)2,227,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Cr': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
1529773,In1.6Cu1.6Sn14.4S32,227,"{0: {'a': {'Cu': 0.2}}, 1: {'d': {'In': 0.1, 'Sn': 0.9}}, 2: {'e': {'S': 1}}}",3,4.0,49.6,8
1514059,Li12.48Mn11.12O32,227,"{0: {'a': {'Li+': 1}}, 1: {'d': {'Li+': 0.28, 'Mn4.63+': 0.695}}, 2: {'e': {'O2-': 1}}}",3,3.0,55.6,8
9012156,Fe4.4Cu3.6Rh16S32,227,"{0: {'b': {'Cu': 0.45, 'Fe': 0.55}}, 1: {'c': {'Rh': 1}}, 2: {'e': {'S': 1}}}",3,4.0,56.0,8
9003920,Mg7.92Al15.312Fe0.656O32,227,"{0: {'b': {'Mg': 0.847, 'Al': 0.126, 'Fe': 0.015}}, 1: {'c': {'Mg': 0.071, 'Al': 0.894, 'Fe': 0.034}}, 2: {'e': {'O': 1}}}",3,4.0,55.888,8
7214192,Li8Mn16O31.136,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.384+': 1}}, 2: {'e': {'O2-': 0.973}}}",3,3.0,55.136,8
1509102,Zr10.4Ag5.6Bi5.6S32,227,"{0: {'b': {'Ag': 0.7}}, 1: {'c': {'Bi': 0.35, 'Zr': 0.65}}, 2: {'e': {'S': 1}}}",3,4.0,53.6,8
1514017,Li8Mn15.68O32,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.571+': 0.98}}, 2: {'e': {'O2-': 1}}}",3,3.0,55.68,8
9002791,Mg2.424Al15.504Fe6.072O32,227,"{0: {'b': {'Mg': 0.185, 'Al': 0.168, 'Fe': 0.647}}, 1: {'c': {'Mg': 0.059, 'Al': 0.885, 'Fe': 0.056}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9003943,Mg9.336Al14.424Cr0.24O32,227,"{0: {'b': {'Mg': 0.833, 'Al': 0.167}}, 1: {'c': {'Mg': 0.167, 'Al': 0.818, 'Cr': 0.015}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
4001893,Li9.92Mn13.76O32,227,"{0: {'b': {'Li+': 0.96}}, 1: {'c': {'Mn3.93+': 0.86, 'Li+': 0.14}}, 2: {'e': {'O2-': 1}}}",3,3.0,55.68,8
7214196,Li8Mn16O31.424,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.428+': 1}}, 2: {'e': {'O2-': 0.982}}}",3,3.0,55.424,8
1544564,Ta1.28Ti6.72Zn15.36O32,227,"{0: {'a': {'Zn': 1}}, 1: {'d': {'Ta': 0.08, 'Zn': 0.46, 'Ti': 0.42}}, 2: {'e': {'O': 1}}}",3,4.0,55.36,8
2310729,MgAlFeO4,227,"{0: {'a': {'Al': 0.5, 'Fe': 0.5}}, 1: {'d': {'Mg': 0.5, 'Al': 0.25, 'Fe': 0.25}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9003948,Mg9.624Al14.136Cr0.24O32,227,"{0: {'b': {'Mg': 0.797, 'Al': 0.203}}, 1: {'c': {'Mg': 0.203, 'Al': 0.782, 'Cr': 0.015}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9016364,Mg8.016Al11.672Fe4.312O32,227,"{0: {'b': {'Mg': 0.606, 'Al': 0.129, 'Fe': 0.265}}, 1: {'c': {'Mg': 0.198, 'Al': 0.665, 'Fe': 0.137}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
7214200,Li8Mn16O31.872,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.484+': 1}}, 2: {'e': {'O2-': 0.996}}}",3,3.0,55.872,8
1011001,Al2ZnO4,227,"{0: {'b': {'Zn2+': 1}}, 1: {'c': {'Al3+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9007238,Mg7.96Al15.296Fe0.656O32,227,"{0: {'b': {'Mg': 0.695, 'Al': 0.263, 'Fe': 0.034}}, 1: {'c': {'Mg': 0.15, 'Al': 0.825, 'Fe': 0.024}}, 2: {'e': {'O': 1}}}",3,4.0,55.92,8
9007272,Mg8.08Al1.76Fe14.16O32,227,"{0: {'b': {'Mg': 0.19, 'Fe': 0.81}}, 1: {'c': {'Mg': 0.41, 'Al': 0.11, 'Fe': 0.48}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1001188,Zn14.4Cd1.6Sn8O32,227,"{0: {'b': {'Cd2+': 0.2, 'Zn2+': 0.8}}, 1: {'c': {'Zn2+': 0.5, 'Sn4+': 0.5}}, 2: {'e': {'O2-': 1}}}",3,4.0,56.0,8
9014254,Mg8.016Al12.872Fe3.112O32,227,"{0: {'b': {'Mg': 0.642, 'Al': 0.175, 'Fe': 0.183}}, 1: {'c': {'Mg': 0.18, 'Al': 0.717, 'Fe': 0.103}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1526175,Li3.44Mn10.48Fe9.84O32,227,"{0: {'b': {'Mn': 0.12, 'Fe': 0.504, 'Li': 0.366}}, 1: {'c': {'Mn': 0.595, 'Fe': 0.363, 'Li': 0.032}}, 2: {'e': {'O': 1}}}",3,4.0,55.76,8
1529532,In15.408Sn4.496S32,227,"{0: {'b': {'In': 0.488}}, 1: {'c': {'In': 0.719, 'Sn': 0.281}}, 2: {'e': {'S': 1}}}",3,3.0,51.904,8
1509268,CrAgSn(SeS)2,227,"{0: {'b': {'Ag': 1}}, 1: {'c': {'Cr': 0.5, 'Sn': 0.5}}, 2: {'e': {'S': 0.5, 'Se': 0.5}}}",3,5.0,56.0,8
1533482,Li3.6Zn0.8Fe19.6O32,227,"{0: {'b': {'Fe': 0.55, 'Li': 0.45}}, 1: {'c': {'Zn': 0.05, 'Fe': 0.95}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1011241,Mg(FeO2)2,227,"{0: {'b': {'Fe3+': 1}}, 1: {'c': {'Mg2+': 0.5, 'Fe3+': 0.5}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9002735,Mg8.008Al15.992O32,227,"{0: {'b': {'Mg': 0.725, 'Al': 0.275}}, 1: {'c': {'Mg': 0.138, 'Al': 0.862}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
4344128,FeO2,227,"{0: {'b': {'Fe': 0.86}}, 1: {'c': {'Fe': 0.57}}, 2: {'e': {'O': 1}}}",3,2.0,48.0,8
1532964,Li4.704Ti10.16Co9.136O32,227,"{0: {'b': {'Co': 0.806, 'Li': 0.194}}, 1: {'c': {'Co': 0.168, 'Ti': 0.635, 'Li': 0.197}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1509272,CrAgSnSe4,227,"{0: {'b': {'Ag': 1}}, 1: {'c': {'Cr': 0.5, 'Sn': 0.5}}, 2: {'e': {'Se': 1}}}",3,4.0,56.0,8
9006033,Al15.448Ni8.0O32,227,"{0: {'b': {'Ni': 0.146, 'Al': 0.785}}, 1: {'c': {'Ni': 0.427, 'Al': 0.573}}, 2: {'e': {'O': 1}}}",3,3.0,55.448,8
9002792,Mg1.416Al15.408Fe7.176O32,227,"{0: {'a': {'Mg': 0.101, 'Al': 0.152, 'Fe': 0.747}}, 1: {'d': {'Mg': 0.038, 'Al': 0.887, 'Fe': 0.075}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9013544,Ti6.76Fe17.24O32,227,"{0: {'b': {'Fe': 1}}, 1: {'c': {'Ti': 0.422, 'Fe': 0.578}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9003898,Mg7.976Al14.4Fe1.6O32,227,"{0: {'b': {'Mg': 0.722, 'Al': 0.19, 'Fe': 0.088}}, 1: {'c': {'Mg': 0.138, 'Al': 0.805, 'Fe': 0.056}}, 2: {'e': {'O': 1}}}",3,4.0,55.984,8
9016238,Mg8.0Al12.864Fe3.12O32,227,"{0: {'b': {'Mg': 0.634, 'Al': 0.176, 'Fe': 0.19}}, 1: {'c': {'Mg': 0.183, 'Al': 0.716, 'Fe': 0.1}}, 2: {'e': {'O': 1}}}",3,4.0,55.984,8
1539372,Zr2CuS4,227,"{0: {'b': {'Cu': 1}}, 1: {'c': {'Zr': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
9003957,Mg10.016Al13.528Cr0.456O32,227,"{0: {'b': {'Mg': 0.748, 'Al': 0.252}}, 1: {'c': {'Mg': 0.252, 'Al': 0.72, 'Cr': 0.029}}, 2: {'e': {'O': 1}}}",3,4.0,56.016,8
9007239,Mg7.976Al15.288Fe0.656O32,227,"{0: {'b': {'Mg': 0.683, 'Al': 0.277, 'Fe': 0.032}}, 1: {'c': {'Mg': 0.157, 'Al': 0.817, 'Fe': 0.025}}, 2: {'e': {'O': 1}}}",3,4.0,55.92,8
7214207,Li8.272Mn15.728O31.808,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.519+': 0.983, 'Li+': 0.017}}, 2: {'e': {'O2-': 0.994}}}",3,3.0,55.808,8
2209029,Ga15.992Co8.008O32,227,"{0: {'b': {'Co': 0.425, 'Ga': 0.575}}, 1: {'c': {'Co': 0.288, 'Ga': 0.712}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
1010130,Zn(FeO2)2,227,"{0: {'b': {'Zn2+': 1}}, 1: {'c': {'Fe3+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9015626,Mg7.44Al16Co0.56O32,227,"{0: {'b': {'Co': 0.06, 'Al': 0.24, 'Mg': 0.7}}, 1: {'c': {'Co': 0.005, 'Al': 0.88, 'Mg': 0.115}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9003907,Mg8.112Al14.76Fe1.12O32,227,"{0: {'b': {'Mg': 0.731, 'Al': 0.207, 'Fe': 0.061}}, 1: {'c': {'Mg': 0.141, 'Al': 0.819, 'Fe': 0.04}}, 2: {'e': {'O': 1}}}",3,4.0,55.992,8
1529147,Li10.4Ti12.8Cr0.8O32,227,"{0: {'b': {'Ti': 0.068, 'Li': 0.932}}, 1: {'c': {'Ti': 0.766, 'Cr': 0.05, 'Li': 0.184}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1518187,In16.008S24,227,"{0: {'b': {'In': 0.667}}, 1: {'c': {'In': 0.667}}, 2: {'e': {'S': 0.75}}}",3,2.0,40.008,8
1541565,Mn2V3NiO8,227,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ni': 0.25, 'V': 0.75}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9005351,Mg7.4752Mn0.048Al15.484Zn0.0312Fe0.9488Si0.0048O32,227,"{0: {'b': {'Mg': 0.683, 'Al': 0.21, 'Fe': 0.097, 'Mn': 0.006, 'Zn': 0.004, 'Si': 0.001}}, 1: {'c': {'Mg': 0.126, 'Al': 0.863, 'Fe': 0.011}}, 2: {'e': {'O': 1}}}",3,7.0,56.008,8
2300584,Mn4.8Zn3.2Fe16O32,227,"{0: {'b': {'Mn': 0.6, 'Zn': 0.4}}, 1: {'c': {'Fe': 1}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1535206,Cd6.008Ga15.992Cu2O32,227,"{0: {'b': {'Cu': 0.028, 'Cd': 0.701, 'Ga': 0.271}}, 1: {'c': {'Cu': 0.111, 'Cd': 0.025, 'Ga': 0.864}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1010131,Mn(FeO2)2,227,"{0: {'b': {'Mn2+': 1}}, 1: {'c': {'Fe3+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9014418,Mg7.12Al16.0Co0.88O32,227,"{0: {'b': {'Co': 0.09, 'Al': 0.23, 'Mg': 0.68}}, 1: {'c': {'Co': 0.01, 'Al': 0.885, 'Mg': 0.105}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1513961,Li0.24Mn16O32,227,"{0: {'b': {'Li+': 0.03}}, 1: {'c': {'Mn3.985+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,48.24,8
9007353,Mg2.32Al15.36Fe6.0O32,227,"{0: {'b': {'Mg': 0.18, 'Al': 0.21, 'Fe': 0.59}}, 1: {'c': {'Mg': 0.055, 'Al': 0.855, 'Fe': 0.08}}, 2: {'e': {'O': 1}}}",3,4.0,55.68,8
9003965,Mg9.016Al13.032Cr1.952O32,227,"{0: {'b': {'Mg': 0.873, 'Al': 0.127}}, 1: {'c': {'Mg': 0.127, 'Al': 0.751, 'Cr': 0.122}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9007351,Mg2.4Al15.36Fe6.08O32,227,"{0: {'b': {'Mg': 0.23, 'Al': 0.17, 'Fe': 0.6}}, 1: {'c': {'Mg': 0.035, 'Al': 0.875, 'Fe': 0.08}}, 2: {'e': {'O': 1}}}",3,4.0,55.84,8
2011899,Li3.628Mn8.372O16,141,"{0: {'a': {'Mn': 0.093, 'Li': 0.907}}, 1: {'d': {'Mn': 1}}, 2: {'h': {'O': 1}}}",3,3.0,28.0,8
1532516,Si3N4,227,"{0: {'b': {'Si': 1}}, 1: {'c': {'Si': 1}}, 2: {'e': {'N': 1}}}",3,2.0,56.0,8
4030940,LiNbZnO4,91,"{0: {'a': {'Li': 1}}, 1: {'b': {'Nb': 1}}, 2: {'c': {'Zn': 1}}, 3: {'d': {'O': 1}}, 4: {'d': {'O': 1}}}",5,4.0,28.0,8
5910036,Mn2CrO4,227,"{0: {'b': {'Cr': 1}}, 1: {'c': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9007315,Mg6.4Cr16Fe1.6O32,227,"{0: {'b': {'Mg': 0.8, 'Fe': 0.2}}, 1: {'c': {'Cr': 1}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9003940,Mg9.208Al14.552Cr0.24O32,227,"{0: {'b': {'Mg': 0.849, 'Al': 0.151}}, 1: {'c': {'Mg': 0.151, 'Al': 0.834, 'Cr': 0.015}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9013626,Mg1.648Ti0.064Al15.552V0.032Fe6.704O32,227,"{0: {'b': {'Mg': 0.11, 'Al': 0.11, 'Fe': 0.78}}, 1: {'c': {'Mg': 0.048, 'Al': 0.917, 'Ti': 0.004, 'V': 0.002, 'Fe': 0.029}}, 2: {'e': {'O': 1}}}",3,6.0,56.0,8
1001101,Li8.8Ti15.2O32,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Ti3.63+': 0.95, 'Li+': 0.05}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
1001099,Li9.6Ti14.4O32,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Ti3.8+': 0.9, 'Li+': 0.1}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
1535203,Cd(GaO2)2,227,"{0: {'b': {'Cd': 0.85, 'Ga': 0.15}}, 1: {'c': {'Cd': 0.075, 'Ga': 0.925}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9013646,Al8Zn3CoO16,227,"{0: {'b': {'Co': 0.18, 'Zn': 0.75, 'Al': 0.07}}, 1: {'c': {'Co': 0.035, 'Al': 0.965}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1541493,MgTi2O4,227,"{0: {'b': {'Mg': 1}}, 1: {'c': {'Ti': 1}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
1514061,Li3.84Mn15.04O32,227,"{0: {'b': {'Li+': 0.48}}, 1: {'c': {'Mn4+': 0.94}}, 2: {'e': {'O2-': 1}}}",3,3.0,50.88,8
1536464,Fe11.2Ni10.4Sn2.4O32,227,"{0: {'b': {'Ni': 0.02, 'Fe': 0.944, 'Sn': 0.036}}, 1: {'c': {'Ni': 0.64, 'Fe': 0.228, 'Sn': 0.132}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9005596,Mg7.92Al14.944Zn0.064Cr1.064O32,227,"{0: {'b': {'Mg': 0.87, 'Al': 0.122, 'Zn': 0.008}}, 1: {'c': {'Mg': 0.06, 'Al': 0.873, 'Cr': 0.067}}, 2: {'e': {'O': 1}}}",3,5.0,56.0,8
4311684,Ti2CuS4,227,"{0: {'b': {'Cu': 1}}, 1: {'c': {'Ti': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
9009922,Zn2.4Cd1.6Fe16Ni4O32,227,"{0: {'b': {'Cd': 0.2, 'Zn': 0.3, 'Fe': 0.5}}, 1: {'c': {'Ni': 0.25, 'Fe': 0.75}}, 2: {'e': {'O': 1}}}",3,5.0,56.0,8
9007317,Mg5.36Cr16Fe2.64O32,227,"{0: {'b': {'Mg': 0.67, 'Fe': 0.33}}, 1: {'c': {'Cr': 1}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
7214204,Li8.72Mn15.28O31.936,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.609+': 0.955, 'Li+': 0.045}}, 2: {'e': {'O2-': 0.998}}}",3,3.0,55.936,8
7221365,Zn(InS2)2,227,"{0: {'a': {'Zn': 1}}, 1: {'d': {'In': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
9000932,Ti3Fe9O16,227,"{0: {'b': {'Fe': 1}}, 1: {'c': {'Ti': 0.375, 'Fe': 0.625}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
1007077,Zn18.6672Sb5.3328O32,227,"{0: {'b': {'Zn2+': 1}}, 1: {'c': {'Zn2+': 0.667, 'Sb5+': 0.333}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9005593,Mg7.92Al15.52Zn0.056Cr0.496O32,227,"{0: {'b': {'Mg': 0.862, 'Al': 0.131, 'Zn': 0.007}}, 1: {'c': {'Mg': 0.064, 'Al': 0.904, 'Cr': 0.031}}, 2: {'e': {'O': 1}}}",3,5.0,55.984,8
1011005,Co3S4,227,"{0: {'b': {'Co2+': 1}}, 1: {'c': {'Co3+': 1}}, 2: {'e': {'S2-': 1}}}",3,2.0,56.0,8
9012158,Fe5.2Cu2.8Rh16S32,227,"{0: {'b': {'Cu': 0.35, 'Fe': 0.65}}, 1: {'c': {'Rh': 1}}, 2: {'e': {'S': 1}}}",3,4.0,56.0,8
1536758,Cr2NiO4,141,"{0: {'a': {'Ni': 1}}, 1: {'d': {'Cr': 1}}, 2: {'h': {'O': 1}}}",3,3.0,28.0,8
1531593,Li8Mg1.3328Mn14.6672O32,227,"{0: {'b': {'Li': 1}}, 1: {'c': {'Mn': 0.917, 'Mg': 0.083}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9013538,Ti5.704Fe18.296O32,227,"{0: {'b': {'Fe': 1}}, 1: {'c': {'Ti': 0.356, 'Fe': 0.643}}, 2: {'e': {'O': 1}}}",3,3.0,55.984,8
9001964,Mn11.752Fe0.248O16,141,"{0: {'a': {'Mn': 1}}, 1: {'d': {'Mn': 0.969, 'Fe': 0.031}}, 2: {'h': {'O': 1}}}",3,3.0,28.0,8
9002498,Zn7.8344Fe16.1656O32,227,"{0: {'b': {'Zn': 0.699, 'Fe': 0.301}}, 1: {'c': {'Zn': 0.14, 'Fe': 0.86}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
1009063,Li8Mn15.84O32,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.535+': 0.99}}, 2: {'e': {'O2-': 1}}}",3,3.0,55.84,8
1535210,Cd1.6Ga16Cu6.4O32,227,"{0: {'b': {'Cu': 0.04, 'Cd': 0.178, 'Ga': 0.782}}, 1: {'c': {'Cu': 0.38, 'Cd': 0.011, 'Ga': 0.609}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1009064,Li3.56Mn8O15.36,141,"{0: {'a': {'Li+': 0.89}}, 1: {'d': {'Mn3.395+': 1}}, 2: {'h': {'O2-': 0.96}}}",3,3.0,26.92,8
1007066,Li2Mn3ZnO8,212,"{0: {'a': {'Li+': 1}}, 1: {'c': {'Zn2+': 0.5, 'Li+': 0.5}}, 2: {'c': {'O2-': 1}}, 3: {'d': {'Mn4+': 1}}, 4: {'e': {'O2-': 1}}}",5,4.0,56.0,8
9003897,Mg7.992Al14.408Fe1.6O32,227,"{0: {'b': {'Mg': 0.724, 'Al': 0.186, 'Fe': 0.09}}, 1: {'c': {'Mg': 0.138, 'Al': 0.807, 'Fe': 0.055}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
2104675,Li2Ti3NiO8,227,"{0: {'b': {'Li': 1}}, 1: {'c': {'Ni': 0.25, 'Ti': 0.75}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9014588,Mg2.96Al16Co5.04O32,227,"{0: {'b': {'Co': 0.52, 'Al': 0.21, 'Mg': 0.27}}, 1: {'c': {'Co': 0.055, 'Al': 0.895, 'Mg': 0.05}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9012152,Fe1.6Cu6.4Rh16S32,227,"{0: {'b': {'Cu': 0.8, 'Fe': 0.2}}, 1: {'c': {'Rh': 1}}, 2: {'e': {'S': 1}}}",3,4.0,56.0,8
9015341,Mg15.36Si8O32,227,"{0: {'b': {'Si': 1}}, 1: {'c': {'Mg': 0.96}}, 2: {'e': {'O': 1}}}",3,3.0,55.36,8
1528611,Fe21.336O32,227,"{0: {'b': {'Fe': 0.865}}, 1: {'c': {'Fe': 0.901}}, 2: {'e': {'O': 1}}}",3,2.0,53.336,8
9005346,Mg6.928Ti0.0032Mn0.044Al15.1776Zn0.0168Cr0.0032Fe1.8168Si0.0048O32,227,"{0: {'b': {'Mg': 0.625, 'Al': 0.195, 'Fe': 0.172, 'Mn': 0.005, 'Zn': 0.002, 'Si': 0.001}}, 1: {'c': {'Mg': 0.121, 'Al': 0.851, 'Fe': 0.028, 'Cr': 0.0, 'Ti': 0.0}}, 2: {'e': {'O': 1}}}",3,9.0,56.0,8
9015514,Mg5.28Al16.0Co2.72O32,227,"{0: {'b': {'Co': 0.31, 'Al': 0.21, 'Mg': 0.48}}, 1: {'c': {'Co': 0.015, 'Al': 0.895, 'Mg': 0.09}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1531169,VFeCoO4,227,"{0: {'b': {'V': 1}}, 1: {'c': {'Co': 0.5, 'Fe': 0.5}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
9013543,Ti6.4Fe17.6O32,227,"{0: {'b': {'Fe': 1}}, 1: {'c': {'Ti': 0.4, 'Fe': 0.6}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9007354,Mg2.32Al15.04Fe6O32,227,"{0: {'b': {'Mg': 0.23, 'Al': 0.19, 'Fe': 0.56}}, 1: {'c': {'Mg': 0.03, 'Al': 0.845, 'Fe': 0.095}}, 2: {'e': {'O': 1}}}",3,4.0,55.36,8
9005223,Ti8Mn1.568Fe14.432O32,227,"{0: {'b': {'Ti': 1}}, 1: {'c': {'Mn': 0.098, 'Fe': 0.902}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1010369,Fe3O4,227,"{0: {'b': {'Fe3+': 1}}, 1: {'c': {'Fe3+': 0.5, 'Fe2+': 0.5}}, 2: {'e': {'O2-': 1}}}",3,2.0,56.0,8
9003918,Mg8.128Al14.752Fe1.12O32,227,"{0: {'b': {'Mg': 0.693, 'Al': 0.248, 'Fe': 0.059}}, 1: {'c': {'Mg': 0.162, 'Al': 0.798, 'Fe': 0.041}}, 2: {'e': {'O': 1}}}",3,4.0,56.016,8
1526929,Mn15.6Cu8.08O32,227,"{0: {'b': {'Mn': 0.78, 'Cu': 0.21}}, 1: {'c': {'Mn': 0.585, 'Cu': 0.4}}, 2: {'e': {'O': 1}}}",3,3.0,55.68,8
9006924,Fe16.64Si7.36O32,227,"{0: {'b': {'Si': 0.89, 'Fe': 0.11}}, 1: {'c': {'Si': 0.015, 'Fe': 0.985}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9013154,Co18.66672Sb5.33328O32,227,"{0: {'b': {'Co': 1}}, 1: {'c': {'Co': 0.667, 'Sb': 0.333}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9003071,Mg15.568Si8O32,227,"{0: {'b': {'Si': 1}}, 1: {'c': {'Mg': 0.973}}, 2: {'e': {'O': 1}}}",3,3.0,55.568,8
1514011,Li5.2Mn16O32,227,"{0: {'a': {'Li+': 0.65}}, 1: {'d': {'Mn3.675+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,53.2,8
9012322,Ca(InS2)2,227,"{0: {'b': {'Ca': 1}}, 1: {'c': {'In': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
9013153,Cr1.6Co17.6Sb4.8O32,227,"{0: {'b': {'Co': 1}}, 1: {'c': {'Co': 0.6, 'Sb': 0.3, 'Cr': 0.1}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1527034,Mg3.2Zn3.2Fe16.0Ni1.6O32,227,"{0: {'b': {'Zn': 0.4, 'Fe': 0.6}}, 1: {'c': {'Ni': 0.1, 'Mg': 0.2, 'Fe': 0.7}}, 2: {'e': {'O': 1}}}",3,5.0,56.0,8
1536781,Mn2CoO4,141,"{0: {'a': {'Mn': 0.16, 'Co': 0.84}}, 1: {'d': {'Mn': 0.92, 'Co': 0.08}}, 2: {'h': {'O': 1}}}",3,3.0,28.0,8
7214202,Li8.176Mn15.824O31.072,227,"{0: {'a': {'Li+': 1}}, 1: {'d': {'Mn3.411+': 0.989, 'Li+': 0.011}}, 2: {'e': {'O2-': 0.971}}}",3,3.0,55.072,8
9001460,Mg7.52Fe16.0O32,227,"{0: {'b': {'Mg': 0.243, 'Fe': 0.757}}, 1: {'c': {'Mg': 0.348, 'Fe': 0.622}}, 2: {'e': {'O': 1}}}",3,3.0,55.52,8
1535868,Cr16Ga5.336S32,227,"{0: {'b': {'Ga': 0.667}}, 1: {'c': {'Cr': 1}}, 2: {'e': {'S': 1}}}",3,3.0,53.336,8
1537073,Co18.24Cu5.76O32,227,"{0: {'a': {'Co': 0.64, 'Cu': 0.36}}, 1: {'d': {'Co': 0.82, 'Cu': 0.18}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
1541517,Ba0.8Sr3.2Cl8,225,"{0: {'a': {'Sr': 0.8, 'Ba': 0.2}}, 1: {'c': {'Cl': 1}}}",2,3.0,12.0,0
1528644,Y0.72Zr3.28O8,225,"{0: {'b': {'Zr': 0.82, 'Y': 0.18}}, 1: {'c': {'O': 1}}}",2,3.0,12.0,0
1528643,Y0.24Th0.2Zr3.56O8,225,"{0: {'a': {'Th': 0.05, 'Zr': 0.89, 'Y': 0.06}}, 1: {'c': {'O': 1}}}",2,4.0,12.0,0
1541648,Ce0.84U3.16O8,225,"{0: {'a': {'Ce': 0.21, 'U': 0.79}}, 1: {'c': {'O': 1}}}",2,3.0,12.0,0
